Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,1734173673,782338380,-0.00010415700876608646,0.2561409987747022,1.427299995089821,-0.7071067830668608,-2.941016518703689e-05,2.990872181291466e-05,0.7071067780620873,0,-1,-4.7985707418263246e-05,-1.5708444754229944,-3.5587941304981996e-05,-1.5707719961749476,7.190534961409867e-05,0.000107858024421148
10,1734173673,798448801,-5.4108737860857345e-05,0.2561410014892967,1.4272999985511272,-0.7071067799519926,4.2671483079650364e-05,5.9832885838013185e-05,0.7071067786021391,0,-1,-1.1746083394825746e-05,-1.5708563963519495,-3.5587941304981996e-05,-1.5707357565509241,5.992112710373476e-05,0.00011984225420746952
25,1734173673,814731359,-8.819433026611902e-05,0.2561410030074626,1.4272999965754543,-0.7071067820254301,1.2865834633033965e-05,6.396850027049473e-05,0.7071067773371588,0,-1,-1.1746083394825746e-05,-1.5708563963519495,-1.1746083394825746e-05,-1.5707600752459925,5.992112710373476e-05,0.00011984225420746952
41,1734173673,830182075,-0.00011334046671272583,0.25614100283154617,1.4272999943615572,-0.7071067827701383,9.794544025560355e-08,2.5733475657276732e-05,0.7071067791346956,0,-1,-1.1746083394825746e-05,-1.5708563963519495,-4.7985707418263246e-05,-1.5707719961749476,9.58738019107841e-05,9.58738019107841e-05
58,1734173673,845731496,-6.72875643203092e-05,0.2561410008125849,1.4272999982159922,-0.7071067810350538,1.710289448725949e-05,5.9641919507028977e-05,0.7071067786159152,0,-1,-3.5587941304981996e-05,-1.5708444754229944,-5.990663637334137e-05,-1.5707600752459925,8.388957940042019e-05,0.00013182648399379104
73,1734173673,862125635,-5.4773568797500953e-05,0.2561410013726121,1.4272999987017927,-0.7071067798265384,3.3922196821476e-05,6.803185218589753e-05,0.7071067784601524,0,-1,-1.1746083394825746e-05,-1.5708683172809046,-4.7985707418263246e-05,-1.5707476774798792,4.793690095539205e-05,0.00011984225420746952
90,1734173673,878160715,-9.344209191912241e-05,0.2561409997066064,1.4272999961430646,-0.7071067830739471,-2.5240237241449595e-05,5.102690296263202e-05,0.707106777007546,0,-1,0.0,-1.5708444754229944,-3.5587941304981996e-05,-1.5707357565509241,7.190534961409867e-05,8.388957940042019e-05
106,1734173673,894324064,-8.148087156071608e-05,0.2561410011117198,1.4272999970982005,-0.7071067815984957,8.67352609168774e-06,3.426429855490062e-05,0.7071067798912305,0,-1,-2.366701234990387e-05,-1.5708563963519495,-2.366701234990387e-05,-1.5707476774798792,4.793690095539205e-05,0.00013182648399379104
122,1734173673,910382986,-9.791364358000538e-05,0.2561409999184771,1.4272999963391584,-0.7071067825560455,-1.2551427430514e-05,4.676746286110299e-05,0.7071067781590723,0,-1,-3.5587941304981996e-05,-1.5708320776568812,-5.990663637334137e-05,-1.5707357565509241,5.992112710373476e-05,0.000107858024421148
138,1734173673,926095724,-8.404885416693153e-05,0.25614100329029593,1.4272999966105808,-0.7071067812242534,2.983646612084719e-05,3.8568499134556705e-05,0.7071067794675229,0,-1,-3.5587941304981996e-05,-1.5708444754229944,-4.7985707418263246e-05,-1.5707357565509241,5.992112710373476e-05,9.58738019107841e-05
