Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,1734173256,905596494,-8.143686027383533e-05,0.256141007746905,1.427299995559165,-0.7071067784597288,-3.8092318800782004e-05,-0.00013933466044742992,0.7071067691594612,0,-1,-9.519258608037262e-05,-1.570820156727926,-1.1746083394825746e-05,-1.5707476774798792,-5.990663637334137e-05,-0.00015527406801396637
12,1734173256,921355962,-0.00011975489067329956,0.2561410061781748,1.4272999927821712,-0.7071067783384557,-4.618451370835561e-05,-0.00011404655166376263,0.7071067733293076,0,-1,-5.990663637334137e-05,-1.5708683172809046,-1.1746083394825746e-05,-1.5707600752459925,-5.990663637334137e-05,-0.00015527406801396637
28,1734173256,937610387,-8.074503370354946e-05,0.2561410041777187,1.4272999960710995,-0.7071067776275013,-5.0736373275089925e-05,-0.0001351199756705461,0.707106770015437,0,-1,-5.990663637334137e-05,-1.5708320776568812,-3.5587941304981996e-05,-1.5707476774798792,-8.32716571252945e-05,-0.00017911592592412262
44,1734173256,953565359,-9.471325096869812e-05,0.25614100614178476,1.4272999951520506,-0.7071067773390116,-4.635310104061478e-05,-0.0001391660731072035,0.7071067698201111,0,-1,-8.32716571252945e-05,-1.5708444754229944,-3.5587941304981996e-05,-1.5707839171039026,-4.7985707418263246e-05,-0.00014335313905888825
60,1734173256,969249248,-6.173701280110867e-05,0.2561410049802172,1.427299997143101,-0.7071067778138946,-2.983153647440976e-05,-0.00013916607313688812,0.7071067702352559,0,-1,-5.990663637334137e-05,-1.5708444754229944,-2.366701234990387e-05,-1.5707839171039026,-4.7985707418263246e-05,-0.00015527406801396637
76,1734173256,985611438,-0.0001100652615688557,0.2561410070614721,1.4272999934217447,-0.7071067764103656,-5.4951058082655774e-05,-0.00014776403007721285,0.7071067683884195,0,-1,-8.32716571252945e-05,-1.570820156727926,-2.366701234990387e-05,-1.5707476774798792,-8.32716571252945e-05,-0.00013143221010381012
93,1734173257,1978397,-5.813626484766714e-05,0.25614100365635284,1.4272999977060083,-0.7071067790089032,-2.5279676821702233e-05,-0.00014338075782676198,0.7071067683755758,0,-1,-8.32716571252945e-05,-1.5708444754229944,-4.7985707418263246e-05,-1.5707719961749476,-5.990663637334137e-05,-0.0001671949969690445
108,1734173257,17830610,-5.51181792602505e-05,0.25614100476923807,1.427299997540695,-0.7071067792459647,-4.230700368407737e-05,-0.00011792406162823358,0.7071067720284057,0,-1,-7.135072817021637e-05,-1.5708444754229944,-4.7985707418263246e-05,-1.5707719961749476,-7.135072817021637e-05,-0.00014335313905888825
124,1734173257,34080028,-3.1951808971875266e-05,0.2561410030092425,1.427299998539669,-0.7071067809796668,-2.0727817303840125e-05,-0.0001135407893499129,0.7071067719739503,0,-1,-2.366701234990387e-05,-1.570808235798971,-7.18275653284195e-05,-1.5707600752459925,-5.990663637334137e-05,-0.000119511281148732
140,1734173257,49596786,-7.711239288719016e-05,0.2561410038203545,1.4272999962142325,-0.7071067788078309,-2.527967683235297e-05,-0.00012652201870912264,0.7071067717941399,0,-1,-3.5587941304981996e-05,-1.570820156727926,-7.18275653284195e-05,-1.5707600752459925,-5.990663637334137e-05,-0.0001671949969690445
156,1734173257,65179347,-6.033448411801326e-05,0.256141003997295,1.4272999976016258,-0.7071067792459328,-2.9494361704632834e-05,-0.0001307367034539235,0.7071067704261081,0,-1,-5.990663637334137e-05,-1.5708320776568812,-4.7985707418263246e-05,-1.5707600752459925,-8.32716571252945e-05,-0.000119511281148732
172,1734173257,81536769,-2.792892462554807e-05,0.25614100256798544,1.427299998662383,-0.7071067796562488,-1.7018894575703226e-05,-0.00012635343127300947,0.707106771222944,0,-1,-8.32716571252945e-05,-1.5708444754229944,-1.1746083394825746e-05,-1.5707839171039026,-5.990663637334137e-05,-0.0001671949969690445
188,1734173257,97876787,-5.532722908999663e-05,0.25614100287305386,1.42729999778406,-0.7071067790575719,-3.37090465436064e-05,-0.0001265220186646739,0.7071067711927989,0,-1,-5.990663637334137e-05,-1.5708563963519495,1.1920928955078125e-05,-1.5707719961749476,-7.135072817021637e-05,-0.0001671949969690445
204,1734173257,113621950,-7.998424005392316e-05,0.25614100414121144,1.4272999965417972,-0.7071067785048993,-4.213841622788157e-05,-0.0001265220186760956,0.7071067712933853,0,-1,-7.135072817021637e-05,-1.570808235798971,-7.18275653284195e-05,-1.5707476774798792,-0.000119511281148732,-0.00019103685487920075
220,1734173257,129421710,-4.501546613998141e-05,0.2561410047140351,1.4272999978170504,-0.7071067809727279,-8.252350136081917e-06,-0.00010949469197521609,0.7071067728746471,0,-1,-3.5587941304981996e-05,-1.5708563963519495,-5.990663637334137e-05,-1.5707719961749476,-9.519258608037262e-05,-0.00017911592592412262
237,1734173257,145890712,-6.729177663886214e-05,0.25614100431600706,1.4272999969116533,-0.7071067786214912,-2.9662949061746927e-05,-0.00013933466046621556,0.7071067694015518,0,-1,-5.990663637334137e-05,-1.5708563963519495,-3.5587941304981996e-05,-1.5707839171039026,-4.7985707418263246e-05,-0.00017911592592412262
252,1734173257,161839008,-4.932187760845418e-05,0.2561410040943882,1.4272999980112802,-0.7071067798862046,-2.1295396668280567e-05,-0.00013062993326706346,0.7071067701000247,0,-1,-2.366701234990387e-05,-1.5708683172809046,-4.7985707418263246e-05,-1.570808235798971,-4.7985707418263246e-05,-0.00015527406801396637
268,1734173257,177243471,-0.00010500412402634915,0.2561410051587589,1.4272999940879736,-0.7071067754174143,-5.073637316495136e-05,-0.00015197871494156853,0.7071067688030409,0,-1,-7.135072817021637e-05,-1.570808235798971,-7.18275653284195e-05,-1.5707719961749476,-4.7985707418263246e-05,-0.00015527406801396637
284,1734173257,193201303,-7.607826416041102e-05,0.25614100509467314,1.4272999963567439,-0.7071067790278616,-4.180124147332971e-05,-0.0001265220186308543,0.7071067707904359,0,-1,-3.5587941304981996e-05,-1.5708444754229944,-2.366701234990387e-05,-1.5707839171039026,-4.7985707418263246e-05,-0.0001671949969690445
300,1734173257,209203720,-3.437063685927084e-05,0.2561410044405694,1.4272999982195589,-0.707106780638536,-8.252350124050619e-06,-0.00012601625640700588,0.7071067704574798,0,-1,-8.32716571252945e-05,-1.5708444754229944,-3.5587941304981996e-05,-1.5707839171039026,-0.00010711351503545075,-0.00013143221010381012
316,1734173257,225400209,-8.883728958577371e-05,0.25614100712735577,1.427299995254648,-0.7071067796660762,-3.354045920317776e-05,-0.00011792406163420413,0.7071067720784637,0,-1,-7.135072817021637e-05,-1.5708683172809046,-4.7985707418263246e-05,-1.5707600752459925,-7.135072817021637e-05,-0.00017911592592412262
332,1734173257,241370916,-5.549550052482032e-05,0.25614100453488076,1.427299997429805,-0.7071067801131635,-1.2635622346407485e-05,-0.00012197015905454689,0.707106771627606,0,-1,-3.5587941304981996e-05,-1.5708444754229944,-4.7985707418263246e-05,-1.5707476774798792,-5.990663637334137e-05,-0.00017911592592412262
348,1734173257,257563591,-4.4530046129210304e-05,0.25614100167017306,1.427299998779188,-0.7071067790716105,-3.370904654419688e-05,-0.00011775547428771912,0.7071067726930079,0,-1,-7.135072817021637e-05,-1.5708320776568812,-1.1746083394825746e-05,-1.5707476774798792,-8.32716571252945e-05,-0.00017911592592412262
364,1734173257,273536920,-8.759931327690995e-05,0.25614100341643364,1.4272999961923345,-0.7071067766319759,-6.742652524825296e-05,-0.00012652201866596505,0.7071067712071349,0,-1,-7.135072817021637e-05,-1.5708320776568812,-5.990663637334137e-05,-1.5707357565509241,-9.519258608037262e-05,-0.00015527406801396637
380,1734173257,289002418,-6.475648086320329e-05,0.25614100347974444,1.42729999745256,-0.7071067794908555,-3.78169612785015e-05,-0.00011410836885444449,0.7071067726639508,0,-1,-3.5587941304981996e-05,-1.5708563963519495,0.0,-1.5707719961749476,-5.990663637334137e-05,-0.00017911592592412262
396,1734173257,305173397,-7.905391459629799e-05,0.2561410028007306,1.4272999965096786,-0.7071067784213997,-4.213841619373971e-05,-0.0001346142134698915,0.7071067698826515,0,-1,-3.5587941304981996e-05,-1.570820156727926,-2.366701234990387e-05,-1.5707719961749476,-5.990663637334137e-05,-0.00013143221010381012
412,1734173257,321123361,-6.970856156076351e-05,0.25614100787372573,1.427299995995336,-0.7071067792803136,-2.5448264287872238e-05,-0.0001351199756445273,0.7071067697249122,0,-1,-7.135072817021637e-05,-1.5708444754229944,0.0,-1.5707719961749476,-5.990663637334137e-05,-0.00015527406801396637
428,1734173257,337205171,-9.67883944445548e-05,0.25614100361491354,1.4272999954588843,-0.7071067753620028,-6.371760250550073e-05,-0.00013933466053218948,0.7071067704124107,0,-1,-7.135072817021637e-05,-1.5708320776568812,-4.7985707418263246e-05,-1.5707357565509241,-5.990663637334137e-05,-0.00019103685487920075
444,1734173257,353116750,-6.698403351351253e-05,0.25614100535459594,1.427299997090188,-0.7071067788403199,-2.1233579408739335e-05,-0.0001305681161211294,0.7071067711591857,0,-1,-1.1746083394825746e-05,-1.5708444754229944,-4.7985707418263246e-05,-1.5707719961749476,-2.366701234990387e-05,-0.00019103685487920075
460,1734173257,369225740,-0.00011277497998111175,0.2561410041838433,1.4272999940004756,-0.7071067779293816,-4.652168844469746e-05,-0.00012213874651144458,0.7071067723648157,0,-1,-5.990663637334137e-05,-1.5708320776568812,-7.18275653284195e-05,-1.570723835621969,-5.990663637334137e-05,-0.00014335313905888825
476,1734173257,385201930,-6.365045293670351e-05,0.2561410061965536,1.4272999970235265,-0.7071067789489285,-3.387763394838707e-05,-0.00014321217041610311,0.707106768110058,0,-1,-8.32716571252945e-05,-1.5708563963519495,-4.7985707418263246e-05,-1.5707839171039026,-4.7985707418263246e-05,-0.0001671949969690445
491,1734173257,401706933,-4.3485152664358465e-05,0.2561410046458962,1.4272999982911854,-0.7071067796499698,-3.370904659666033e-05,-0.00012652201861161998,0.7071067706004011,0,-1,-2.366701234990387e-05,-1.5708444754229944,-3.5587941304981996e-05,-1.5707719961749476,-8.32716571252945e-05,-0.00017911592592412262
508,1734173257,417501926,-4.3363527864158727e-05,0.2561410024531885,1.4272999984297197,-0.7071067792453746,-3.775514402760912e-05,-0.00011404655163685287,0.7071067729227081,0,-1,-5.990663637334137e-05,-1.5708683172809046,-4.7985707418263246e-05,-1.5707719961749476,-7.135072817021637e-05,-0.00017911592592412262
524,1734173257,433485984,-6.339472960079032e-05,0.2561410043348452,1.4272999973556033,-0.707106778755288,-4.1969828857377865e-05,-0.00012669060604762587,0.7071067710228377,0,-1,-5.990663637334137e-05,-1.570820156727926,-3.5587941304981996e-05,-1.570808235798971,-7.135072817021637e-05,-0.00017911592592412262
540,1734173257,449640035,-4.975599482873206e-05,0.25614100357708725,1.427299998159904,-0.7071067794718081,-3.337187180581101e-05,-0.00010966327944041544,0.7071067736101041,0,-1,-7.135072817021637e-05,-1.5708444754229944,-1.1746083394825746e-05,-1.5707839171039026,-7.135072817021637e-05,-0.00013143221010381012
556,1734173257,465620756,-3.9627540072778686e-05,0.25614100426537356,1.4272999983097923,-0.7071067804445285,-2.1064992066356186e-05,-0.00012230733378621494,0.7071067710371295,0,-1,-7.135072817021637e-05,-1.5708563963519495,-7.18275653284195e-05,-1.5707476774798792,-7.135072817021637e-05,-0.00014335313905888825
572,1734173257,481159925,-6.372875400165449e-05,0.2561410044141482,1.4272999969966562,-0.7071067790056653,-4.196982887830878e-05,-0.00011826123643687473,0.7071067722324872,0,-1,-4.7985707418263246e-05,-1.5708563963519495,-2.366701234990387e-05,-1.5707476774798792,-4.7985707418263246e-05,-0.00014335313905888825
