Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,1734172623,519315242,-0.00020925734585285698,0.256140997693922,1.4272999829950441,-0.7071067806959859,-3.7889611149564735e-05,-3.993104061181592e-06,0.7071067806506959,0,-1,-1.1746083394825746e-05,-1.570916000996725,-2.366701234990387e-05,-1.5706637541400355,5.992112710373476e-05,0.0
12,1734172623,535480260,-0.00023487562033022708,0.256140997208141,1.4272999791193086,-0.7071067798971968,-7.622608503844978e-05,-1.690719786055738e-05,0.7071067781651849,0,-1,-1.1746083394825746e-05,-1.5709403196917933,-5.990663637334137e-05,-1.5706518332110804,5.992112710373476e-05,-2.366701234990387e-05
28,1734172623,551479339,-0.00013867610745865998,0.2561410001369687,1.4272999923112792,-0.707106780640915,-2.9291654375507856e-05,4.604853352815809e-06,0.7071067811104876,0,-1,-2.366701234990387e-05,-1.570916000996725,-2.366701234990387e-05,-1.5706761519061487,3.5952674807049334e-05,-1.1746083394825746e-05
43,1734172623,566715955,-0.0002193557753074937,0.25614099482050634,1.4272999818544458,-0.7071067793007003,-7.591128888195006e-05,-8.118274760635773e-06,0.7071067789510722,0,-1,3.5952674807049334e-05,-1.57092792192568,-1.1746083394825746e-05,-1.5706761519061487,8.388957940042019e-05,-1.1746083394825746e-05
60,1734172623,582811832,-0.00021823611556869046,0.2561410054200481,1.4272999799746258,-0.707106780905817,-4.231232201033249e-05,-3.362504674784152e-05,0.7071067794018359,0,-1,1.1984225238848012e-05,-1.5709403196917933,-3.5587941304981996e-05,-1.5706761519061487,3.5952674807049334e-05,-2.366701234990387e-05
75,1734172623,599216938,-0.00019008476427040258,0.2561409954360146,1.4272999870936638,-0.707106779386863,-7.155039687262224e-05,4.7167474065187165e-06,0.7071067793504962,0,-1,0.0,-1.57092792192568,-4.7985707418263246e-05,-1.5706637541400355,0.00011984225420746952,-1.1746083394825746e-05
92,1734172623,614871025,-0.00015673286288733543,0.2561410001833154,1.4272999902314707,-0.7071067806143988,-4.1913329987446856e-05,-1.6490949825397902e-05,0.7071067803242038,0,-1,-2.366701234990387e-05,-1.57092792192568,-5.990663637334137e-05,-1.5706880728351038,7.190534961409867e-05,-2.366701234990387e-05
107,1734172623,631192922,-0.00018678331866018726,0.2561410022890225,1.4272999856484532,-0.7071067809584187,-5.0617862179494045e-05,-1.65529620880497e-05,0.7071067794092023,0,-1,1.1984225238848012e-05,-1.57092792192568,-5.990663637334137e-05,-1.5706999937640589,3.5952674807049334e-05,-1.1746083394825746e-05
124,1734172623,646993637,-0.00018803346093530256,0.25614100223087627,1.4272999858903295,-0.7071067806070521,-5.890102212713245e-05,-1.6361997027131026e-05,0.7071067791235528,0,-1,1.1984225238848012e-05,-1.57092792192568,-7.18275653284195e-05,-1.5706999937640589,9.58738019107841e-05,-3.5587941304981996e-05
140,1734172623,662890911,-0.00021802844054589219,0.2561409873998821,1.4272999840649068,-0.7071067780631215,-7.61470124291858e-05,1.706838309851859e-05,0.7071067800039074,0,-1,3.5952674807049334e-05,-1.5709646383868616,-5.990663637334137e-05,-1.5706518332110804,4.793690095539205e-05,-1.1746083394825746e-05
156,1734172623,679053783,-0.00017242902547219617,0.2561410001369687,1.427299988433337,-0.7071067808122485,-4.1935708923498956e-05,-8.039201189318423e-06,0.7071067802716264,0,-1,3.5952674807049334e-05,-1.5709040800677698,-8.374849428349762e-05,-1.5706637541400355,8.388957940042019e-05,-1.1746083394825746e-05
171,1734172623,695207834,-0.0002286505235202588,0.2561409945977256,1.4272999805428677,-0.7071067791317301,-8.029456111017277e-05,-1.2501547003015167e-05,0.7071067785719816,0,-1,2.3968450477696024e-05,-1.5709527174579065,-8.374849428349762e-05,-1.5706880728351038,7.190534961409867e-05,-2.366701234990387e-05
187,1734172623,710932254,-0.00014830190063900634,0.2561410000045496,1.4272999914700477,-0.7071067806352126,-2.9398228204581116e-05,2.1446532100029966e-05,0.7071067808015248,0,-1,-1.1746083394825746e-05,-1.5709403196917933,-2.366701234990387e-05,-1.5706999937640589,8.388957940042019e-05,-1.1746083394825746e-05
203,1734172623,727245569,-0.00020787312895300856,0.25614100246391464,1.4272999827408503,-0.7071067809421948,-4.6425554987113636e-05,-3.886529891879759e-06,0.7071067798961693,0,-1,2.3968450477696024e-05,-1.57092792192568,1.1920928955078125e-05,-1.5706880728351038,5.992112710373476e-05,-1.1746083394825746e-05
220,1734172623,743022918,-0.00016446376362570458,0.25614100202685514,1.427299988921749,-0.7071067812590391,-4.218849248564455e-05,-8.123592400041693e-06,0.7071067798088346,0,-1,2.3968450477696024e-05,-1.570916000996725,-2.366701234990387e-05,-1.5706279913531702,7.190534961409867e-05,0.0
235,1734172623,758754253,-0.00013566745390071968,0.2561410017481999,1.4272999923112792,-0.7071067806313331,-2.9522059010029505e-05,-3.931286501959174e-06,0.7071067811145532,0,-1,3.5952674807049334e-05,-1.57092792192568,-3.5587941304981996e-05,-1.5706637541400355,8.388957940042019e-05,-4.7985707418263246e-05
252,1734172623,775009393,-0.00021153686578686878,0.2561409976666037,1.4272999822820158,-0.7071067797012955,-5.896303537591937e-05,-2.5066528295668117e-05,0.7071067797691472,0,-1,5.992112710373476e-05,-1.5709040800677698,-7.18275653284195e-05,-1.5706761519061487,8.388957940042019e-05,-1.1746083394825746e-05
267,1734172623,790976285,-0.0002321171173982225,0.2561409972411995,1.4272999795425263,-0.7071067801495228,-6.779671536836373e-05,-8.47782816419147e-06,0.7071067789226081,0,-1,0.0,-1.570916000996725,-2.366701234990387e-05,-1.5706637541400355,5.992112710373476e-05,0.0
283,1734172623,807088851,-0.00017819505597886122,0.25614099780134114,1.427299987853217,-0.7071067802016164,-5.905255112289291e-05,8.740466245298106e-06,0.7071067796516332,0,-1,2.3968450477696024e-05,-1.5709403196917933,-4.7985707418263246e-05,-1.5706761519061487,7.190534961409867e-05,-3.5587941304981996e-05
299,1734172623,822835206,-0.00016149682650111284,0.2561409999184771,1.4272999897767493,-0.7071067802688127,-2.91902037913483e-05,3.01286866515022e-05,0.7071067808599117,0,-1,1.1984225238848012e-05,-1.570916000996725,-4.7985707418263246e-05,-1.5706761519061487,7.190534961409867e-05,-3.5587941304981996e-05
316,1734172623,839219093,-0.00020270739187303727,0.25614099306098576,1.4272999850191692,-0.7071067798912469,-5.479310744332713e-05,-3.9483471585434954e-06,0.7071067803478888,0,-1,1.1984225238848012e-05,-1.570916000996725,-7.18275653284195e-05,-1.5706518332110804,7.190534961409867e-05,-3.5587941304981996e-05
332,1734172623,854981422,-0.0001823506284837614,0.2561410044648105,1.42729998580447,-0.7071067800381172,-5.9215819271914065e-05,-3.3580288840258915e-05,0.7071067790581397,0,-1,1.1984225238848012e-05,-1.5709527174579065,-2.366701234990387e-05,-1.5706880728351038,8.388957940042019e-05,-1.1746083394825746e-05
348,1734172623,871766567,-0.00019791822050308766,0.2561409999184771,1.4272999847566077,-0.7071067808963396,-5.4815487654613653e-05,4.503402781217646e-06,0.7071067793377445,0,-1,1.1984225238848012e-05,-1.570916000996725,-2.366701234990387e-05,-1.5706518332110804,9.58738019107841e-05,-3.5587941304981996e-05
364,1734172623,886989831,-0.00016193424301035934,0.25614100606207657,1.4272999885426403,-0.7071067812444685,-2.9353471616322186e-05,-2.062143848615388e-05,0.707106780218672,0,-1,-2.366701234990387e-05,-1.57092792192568,-1.1746083394825746e-05,-1.5706399122821253,8.388957940042019e-05,-3.5587941304981996e-05
379,1734172623,902943134,-0.00022445759905340726,0.2561409946982235,1.4272999811081841,-0.7071067791173754,-7.186519143789709e-05,-4.072177298320278e-06,0.7071067795920661,0,-1,-3.5587941304981996e-05,-1.5709403196917933,-1.1746083394825746e-05,-1.5706761519061487,8.388957940042019e-05,-7.18275653284195e-05
395,1734172623,919060945,-0.00018866869916268913,0.25614099783472566,1.4272999860717606,-0.7071067807562208,-4.198046647584923e-05,8.86429575641652e-06,0.7071067803151365,0,-1,1.1984225238848012e-05,-1.57092792192568,-4.7985707418263246e-05,-1.5706518332110804,5.992112710373476e-05,0.0
