Time,ROS secs,ROS nsecs,________p_x________,________p_y________,________p_z________,________q_x________,________q_y________,________q_z________,________q_w________,gripper_position,gripper_force,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint
0,1734172716,66649198,-0.00014285235564520562,0.25614101903866093,1.427299988340159,-0.7071067831649939,-1.2534170710317864e-05,-6.314490023741123e-05,0.7071067762775791,0,-1,-0.00013143221010381012,-1.5708802382098597,-2.366701234990387e-05,-1.5707357565509241,3.5952674807049334e-05,5.992112710373476e-05
15,1734172716,82855224,-0.00010255242726532568,0.25614101914848586,1.4272999918628226,-0.7071067824267988,2.5318920379572405e-05,-5.057991836691456e-05,0.7071067776839959,0,-1,-0.00014335313905888825,-1.5708563963519495,0.0,-1.5707839171039026,3.5952674807049334e-05,2.3968450477696024e-05
30,1734172716,99499464,-0.00011811104658491214,0.25614101781332044,1.4272999909399537,-0.7071067833298346,-1.6731795870154874e-05,-6.729776745421674e-05,0.7071067756428246,0,-1,-0.00014335313905888825,-1.5708802382098597,-8.374849428349762e-05,-1.5707719961749476,3.5952674807049334e-05,3.5952674807049334e-05
46,1734172716,114431858,-0.00012750588886391594,0.25614102091478363,1.4272999890688516,-0.7071067849149385,-1.601548364413918e-07,-5.068137146792794e-05,0.707106775641863,0,-1,-0.00014335313905888825,-1.5709040800677698,-8.374849428349762e-05,-1.5707476774798792,7.190534961409867e-05,1.1984225238848012e-05
62,1734172716,130469799,-0.00010602918141798304,0.2561410129039304,1.4272999930248123,-0.7071067827479987,-4.127179988436552e-06,-3.749723751152392e-05,0.7071067786188294,0,-1,-0.00014335313905888825,-1.5708563963519495,-4.7985707418263246e-05,-1.5707600752459925,5.992112710373476e-05,1.1984225238848012e-05
78,1734172716,146773815,-0.00017370157342595682,0.2561410227254905,1.4272999835983335,-0.707106783486405,-1.689506429755365e-05,-6.750579384013837e-05,0.7071067754625429,0,-1,-0.000119511281148732,-1.5709040800677698,-5.990663637334137e-05,-1.5707719961749476,5.992112710373476e-05,3.5952674807049334e-05
94,1734172716,163135528,-0.00015657098944784863,0.25614102072453915,1.427299985740696,-0.7071067828126639,-1.2511791796216315e-05,-7.159664885656955e-05,0.707106775825051,0,-1,-0.00015527406801396637,-1.5708921591388147,-5.990663637334137e-05,-1.5707476774798792,5.992112710373476e-05,1.1984225238848012e-05
110,1734172716,178860187,-9.494794407452827e-05,0.2561410161614275,1.427299993221186,-0.7071067840695389,-4.149559100523527e-06,-4.61966453981854e-05,0.7071067767823227,0,-1,-0.00014335313905888825,-1.5709040800677698,-4.7985707418263246e-05,-1.5707719961749476,3.5952674807049334e-05,2.3968450477696024e-05
126,1734172716,194970607,-0.00012461785691665026,0.25614102262102156,1.4272999885353879,-0.7071067827602708,-4.042983469742815e-06,-8.84159494893739e-05,0.7071067740735436,0,-1,-0.00013143221010381012,-1.5708683172809046,-5.990663637334137e-05,-1.5707476774798792,4.793690095539205e-05,1.1984225238848012e-05
142,1734172716,211057186,-0.00017044917935583014,0.2561410247981723,1.4272999831620348,-0.707106783182335,-8.420937373545913e-06,-7.59351641629885e-05,0.7071067750633343,0,-1,-0.00013143221010381012,-1.5709040800677698,-5.990663637334137e-05,-1.5707839171039026,8.388957940042019e-05,3.5952674807049334e-05
